level_0,index,Name,Time,Store,Comment
1924,45629,Robert M Steelman,26/02/2020,Walmart,"DO NOT ORDER FROM WALMART. I ordered a camera and it was delivered with a cracked display screen. Walmart told me I would have to return through the seller, someone named Ted Electronics. I didn't order from Ted, I ordered from Walmart. Ted told me I would have to return through Walmart. I am stuck in limbo between the two with a broken camera. Take my advice and DO NOT ORDER FROM WALMART."
1925,45630,Karen Thristlewhip,26/02/2020,Walmart,"YOUR CLOTHING SECTION TURNED MY SON GAY!!  Karen here, So im not gonna mess around. This isn't one of my usual reveiws where I give you some back groud info, im just gonna get to it! THE HALF NAKED MEN ON THE UNDERWEAR PACKETS TURNED MY SON UNHOLY!!! I will be consulting Reverend McTrader as this isn't what I signed up for! My boy walked into Wallmart to buy underwear and walked out GAY! Ughhh, the worst part is I hate the reverend, iv'e heard rumors, not the good kind! Thanks x #creepyreverend #undies #notwhatiwant #plsgivemysonjesus"
1926,36443,Victoria G.,26/02/2018,Amazon Go,"This place was super cool, it was my first time in Seattle and I had to check it out. The people that work there are very nice and helpful. They told me how to download the app to enter the store and explained the overall concept to me. It is like a little market place to grab something quick like a breakfast sandwich or salads n a drink. I like it alot and cant wait for more stores to open nation wide."
1927,43559,Lisa Cates,26/02/2021,Walmart,"I shop at Walmart quite frequently I would say i spend anywhere from 1000 to 1500 a month . I have normally had pretty good service but this day was horrible this cashier was not friendly at all and it wasnt just to me it was the customer before as well . She was slamming my items down when i got home i got to unpacking my groceries my 3 loaves of bread were squished , i had a few cracked eggs . While still checking out i noticed a hole in the dog food she snapped and pointed to my daughter to go get one . I thought thats what they had runners for . So as it sits now i am not sure about the customer service . Thank you again Lisa"
1928,43560,Will Becker,26/02/2021,Walmart,"Usually no issues(except) website, never again...I walked in, no greeting, no eye contact, wouldn't even look at me(all I said was where's your peroxide), so Walmart...sorry to say is going down hill"
1929,43561,David Penuel,26/02/2021,Walmart,"The local Murphy Gas so called discount has never worked at my location. When you ask the assistant at Murphyâ€™s, they have no idea, or could care less. Wouldnâ€™t have purchased program if I had known. Lost a lot of money. Get the bugs out and train your affiliates before you offer. Cisco is looking more interesting now."
1930,43562,Richard K Harter,26/02/2021,Walmart,"Computer Crash Money missing nearly 2 wks On Sunday Feb 14th I ordered groceries to be delivered to my apartment since I don't have a car and the snow was coming down heavily! I am retired and living on Social security which is not nearly enough! I needed some things delivered well Mondays promised delivery time came and went and a couple of hours went by and I received a call from the Driver who told me that my order was delayed but the computer was down but I should still receive it well a few hours later I called her back and she said that all morning deliveries were being cancelled still no notifications from Walmart themselves but I wasn't too concerned I had enough money on hand to take care of reordering. I chose to go ahead and reorder which was a mistake the computer deleted just enough from my order to disguise the delivery fee which I as a Walmart+ member should not have to pay so I went ahead and placed my order and it was Delivered a few minutes late on Tuesday well I immediately noticed my Items were missing so I looked at my bill which showed those Items weren't on the bill and I called Walmart and asked for a refund of my delivery charge(Big Mistake) instead of processing the refund of my delivery Fee the accounts department charged everything but the delivery charge again and didn't cancel the original charge well my checking account was now in the red only $0.97 but I was now Owed double the amount of money From Walmart and I call again well I tried to explain the problem but nobody took it seriously and it was Not bad trying to get that money back it only took till Saturday although I am a little miffed with my bank since they are no longer showing the bad transactions which Walmart made to bounce my account fortunately I have bounce protection but what business does Walmart have double charging anyone for an order because they asked for a delivery fee return? Thursday I got my $4.95Then on Saturday I get the money back that they erroneously held on my account Since Wednesday Yeah but it is now 4 Days into the recovery from the computer glitch my Order From Sunday is still not cancelled for it is still listed as preparing in the App, on my phone and I call again this Time I am trying very hard to hold my temper but I did get to talk to a supervisor and I got an email stating that my refund would be in my account in 1 to 2 business days I had not noticed this promise but I was relieved that some progress or so I thought was happening Every day one of the 1st things I do is check my checking account to see if my money has been returned and every day I have been disappointed. Today February 24th I get out my E-mail to find my order number and I noticed the words that I had missed before 1 to 2 billing cycles well that means 1 to 2 business days it has been 4 billing cycles I call and once again I talk to another mealy mouthed individual and I am once again put off with the explanation that they are having a hard time getting the refunds processed and that he has escalated this issue I await my refund with baited breath but I will not hold my breath Sunday it will have been 2 weeks since they took my money and I am extremely tired of the BS I have put up with from the customer service people. I will update this post in 2 business days sooner if my money is returned by Saturday!"
1931,46844,kelly,27/02/2019,Walmart,"Every time I go to Wal-Mart doesn't matter evrytime. I was shopping there 3 to 4 x a week Prescription ,credit card payments, or groceries.. The loss provention woman always follows me through the whole store. I think because I am in there a lot and I was also on jury duty when she caught a thief.. But I don't know her personally.but I also worked at Sam's Club but they closed down and she see a guy I use to work with brother. I only go in there with my debt card. And my list.. It makes me really uncomfortable with her watching me ..so I started to go to wagmens and tops and hardware and mall stores...i use to buy on line but I had to go to the store to pick items up.. So I go through Amazon now...sorry but I have worked in retail over 30 years 15 as a manager and never felt the way I do when I go into that walmart we even go to 2 other Wal-Mart's when we drive 50 min away to go to a local Sam's Club ...or 30 to another one. Which our local one is 15 min away... I did loss prevention for 10 years and never made anyone feel that way.but I did keep my eye on the ones I knew who were theifs...and I did catch many. Thank you for listening"
1932,46851,Jarrett222,27/02/2019,Walmart,"Hit buy on the Walmart online store, got the confirmation of delivery. Next day got â€œSorry, the item was not priced correctly.â€ It doubled from the $280 as advertised. Waited several days for the money to be put back into my account.  I have made a BBB complaint. Still waiting a week later.  Update: Was contacted by Walmart. They could only offer a compromise that increased my cost to an acceptable level. While I could not purchase the original item that allowed different degrees of adjustment, they did offer a similar item that had set adjustment levels. I have ordered and if not satisfied, will return as it is not the item initially desired."
1933,45624,Mark Jewett,27/02/2020,Walmart,"I purchased Purina 1 dog food at my local 78028 Walmart. The price was 22.97 for a 15 lb. bag. Online at Walmart.com a 31.1 lb. bag is 18.82. The local store has empty shelves in many parts of the store,almost no employees in the seperate departments and stockers blocking the aisles during busy hours. This walmart used to be a friendly well stocked store."
1934,45625,TONYA,27/02/2020,Walmart,Stood in line for almost 30 minutes with 4 other women and a small child. Did it ever occur to anyone to stop for a few minutes and then resume after we used the facilities? I typed this review while still waiting for the man to be done. I finally walked to where he had his cleaning and I found him using the bathroom instead of using the men's. Even though he knew he had a line of women waiting. It is the opinion of me and at least 2 of the other ladies that he did this intentionally. Extremely unacceptable. Just one more reason I am growing to hate shopping at Walmart.
1935,45626,Kamini Jaswal,27/02/2020,Walmart,"Worst site for online shopping and placing an order. I placed an order with 3 items and I received only one out of them and for 2nd, even without raising a return request, I got refund instead of that item and its been whole month that i still have no clue about third item. I have called several times to Walmart as well as shipping partner but every time i am being fooled. This was my first and definitely last order from Walmart. I will never recommend it for online shopping to anybody. This is the worst experience with walmart as it was a sheer wastage of money, time and patience."
1936,43554,Gail,27/02/2021,Walmart,I do not recommend Walmart delivery. They have missed the delivery window by 20 minutes already. I cancelled so food wonâ€™t spoil whenever they get around to delivering it and Iâ€™m not here.
1937,43555,E. M. Solomon,27/02/2021,Walmart,Placed an order on Saturday expecting to receive the order in two days. I received email stating the order would be filled today 27th. I waited all day ... no order. Checked order to note on the system several items had been cancelled and others were to arrive another day. I asked to cancel total order. Cancelled. Cannot receive refund for 5 days. Paid with Debit card cash. Reverse transaction should yield instant refund on method of payment. Process stinks!
1938,43556,Ira Sanders,27/02/2021,Walmart,I have been waiting 10 minutes for an associate to come get me my test strips and lancets.
1939,43557,Sarah Freeman,27/02/2021,Walmart,"I traveled 26 miles away from my local Walmart because of their online ad for a Phillips DVD Player for $2.97. The ad stated it was in stock for in-store pickup only. I was told by the Electronics Supervisor and the Customer Service Supervisor that there was a website glitch and there was nothing they could do. I even called headquarters and filed a complaint, but have not had a response from anyone. While I assumed the price was too good to be true, I never thought for a moment that Walmart would just leave me hanging. Beware of their website ads that lure you into the store where most of us already spend the majority of our paychecks."
1940,43558,David Acciari,27/02/2021,Walmart,Iâ€™ve shopped at all the Walmartâ€™s in Rochester. The staff at the Hudson ave store is hands down the most helpful and friendly Iâ€™ve come across..Thank you!
1941,40841,Miss Nikki,27/02/2022,Walmart,"Good prices, they have everything you may need all at one store."
1942,46842,Deb A.,28/02/2019,Walmart,"Most cashiers are okay in general, but many are straight up rude. I have been in more of Walmart stores than I care to admit. Sometimes they are the only game in town. Quality, choice and service poor at best. The lack of English language is horrible."
1943,46843,Girl 101,28/02/2019,Walmart,Terrible needs to be cleaner
1944,45620,Adam Goldin,28/02/2020,Walmart,"I ordered something, a TV that i wanted fast so i picked out one that i could have in 2 days. I have a picture with my confirmation number. The TV never showed up and they cant find it in the system. All they offer is to excalate the problem and have someone get back to me and then noone calls!! Won't get me to a manger!! It means you would need to call and verify via phone every order you submit online!! I never review companies but this is insane!! I now got to a manager and was told that they could do nothing for me, either expediting or reatking order. GAIL simply told me to reorder and check with my credit card company to start a didspute over any charges!!"
1945,45621,Mukhtar Mohamad,28/02/2020,Walmart,The things on the website aren't in the store so its kind of confusing.
1946,45622,Tammie Wooten Camden,28/02/2020,Walmart,1 star because I can not give zero. I ordered a computer that showed in stock last night. Tonight I get an email saying it will be delayed delivery for an indefinite timeframe. Ask about just changing the color I am informed that they can not do that but they can cancel my order and I can just reorder it and my money will ge returns no later t bf an march 9th. Now I do not understand that time line but their explanation is 48 hrs for the cancellation to take place than after that is processed it will take another 3-5 days for them to initiate the return then that could take another 3-5 days that will be up to my bank. No other compensation offered only a generic apology sorry for the inconvenience of us not having the product you ordered and a price match guarantee if the price goes up before we finally return your money that we took in 5 min but will only give bank in almost 2 weeks. Very disappointed upset customer.
1947,45623,Jason Rezabala,28/02/2020,Walmart,"I loved Walmart at one point! I used to shop at Secaucus m, they were always out of stock on most of my shopping needs always crowded, no one that works there speaks English! Hate that place! Then I was happy when the one on north Bergen opened! After a couple years, itâ€™s now going in the same direction as Secaucus!!! Shelves always empty no one speaks English! Itâ€™s so horrible now!!! LEARN HOW TO KEEP SHELVES FULL,if itâ€™s always selling out keep it back stocked so u donâ€™t run out!! I get it, sometimes things are out of stock but come on!! I stopped my delivery service cuz there was issues with delivery, can never get next day service, and always out of STOCK!! so I have to go out elsewhere to shop anyway, do I canceled it!!! Iâ€™ma manager in a supermarket and every time I see the empty shelves it makes me want to get a job there to help them out!!! Who ever does the ordering they suck! U guys make great money, but could definitely be much more if u know how to keep shelves full!!!!"
1948,36242,Alexa T.,28/02/2018,Amazon Go,"So hyped to come here, but then confused once we were done...because it was just so fast. It kind of feels like you're stealing because it's so odd to just walk out! Here's how it works:  1. Download Amazon Go app 2. Scan app to enter store 3. Put whatever you want to purchase in your bag 4. Head out, then within minutes you'll receive you're itemized receipt  I probably wouldn't do all my groceries here, but they have a lot of meal ready options, and part of the building includes microwaves and an eating area so you can have a quick meal or snack right after. There's also beer, wine and an employee to check your ID and assist you. The ceiling is covered with cameras that pretty much scans and watches you. You can come with a friend, but how the store works to confirm that person is part of your purchase and leaving at separate times is over my head. I don't know specifics, but it works, and it's really cool! Technology is crazy."
1949,43550,Kristy Dyer,28/02/2021,Walmart,I purchased a 3x5 rug for 35.97. when I checked my receipt they charged me for a 4x6 rug which was 54.97. I told the store and was told the tag was wrong and it was my problem and they don't even sell 4x6 rugs. I called corporate and they said we will document what happened.
1950,43551,Randy Ashley,28/02/2021,Walmart,Store in Richland MS is the worst in all aspects. Rudest employees always under stocked and they guard the front door like a prison and don't try to call them to complain. I held on for 15 minutes and was cut off. (typical). There online service with FED-EX is a joke. Will never set foot in another Walmart.
1951,43552,paulo jorge anselmo,28/02/2021,Walmart,"Placed grocery order at 12:14pm, even paid the $10 up charge for delivery within 2 hours...and here it is, 10:41pm and my groceries still havenâ€™t been delivered. Two chats with Walmartâ€™s customer service didnâ€™t move things along. They only able to tell me that (1) the store isnâ€™t responding to them, and (2) they see that a driver canceled at 1:00pm....and they want me to believe that for 7, 8, 9 hours after that the store couldnâ€™t find a driver to make the 1.2 mile delivery. Incompetent clowns!"
1952,43553,Mykiell Beard,28/02/2021,Walmart,Worst customer service ever if you are buying a item and have a problem and i have the past 2 items that dont claim responsibility and you are orherwise screwed with your purches and they wont make it right stick to amazon
1953,40840,Alexandro Montijo,28/02/2022,Walmart,no explanation No help Employees escalated situation Employee said the customer was wrong
1954,45614,James Catlett,29/02/2020,Walmart,Ordered many times from Walmart website and shipping is never in timeframe promised. Most recent was last Wednesday and I made sure everything I ordered was next day delivery eligible. Placed the order and next day the order is updated to a Saturday delivery. Hardly next day. Today is Saturday and after tracking the order for the past couple days it finally moved from processing to shipped. Thatâ€™s right. The order just ships the date of delivery 3 days after placing an order for next day delivery. Some law firm needs to get something going with a class action lawsuit and finally hold Walmart accountable for their breach of contracts and false advertisement. I hate when corporate giants like this just donâ€™t care about their customers because they are so big and gross revenue is so large they find it insignificant when customers wise up and finally stop shopping with them. Maybe if enough people started dropping them and shopping amazon or target then they might get their heads out of their asses and stop believing they are above consumer laws. I myself am fed up and will take my business elsewhere.
1955,45615,Lea,29/02/2020,Walmart,"Last 2 times I ordered online will be my absolute LAST time. Their shipping is awful and to make it worse, there is no accountability. Walmart you lost an online shoppers to Amazon. Their shipments have never been late, Walmart may want to find out what they're doing right."
1956,45616,Dudley Laura,29/02/2020,Walmart,They suck first off I paid for truly unlimited for family mobile $58 they gave me a $44 plan I also paid $82 in change boy two line plan that was never delivered I knew you were all paid on the 24th here it is 5 days later and I still have no two line plan can't be found that's why I mean I accessed it why would I be bitchi ng I don't have it if I accessed it and now they're telling me I have no data because I used it all in 3 days because they didn't give me the plan I paid for they gave me the one under it and then refusing to refund my money I really understand why people go on shooting sprees Walmart you fuc ktards ing suck I hope all your fu cken employees get fuki n g whatever new disease United States government has created to sit out the fu cken herd of morons I will never ever buy anything in Walmart again because you suck your customer service sucks your employees a fu cking moron they don't know what the fu ck you're doing and you people suck
1957,45617,Guy Noble,29/02/2020,Walmart,"To make a long story short, I think you guys should send in someone from home office into this store in Hollywood #3163. I shop there 4 times per week and I always witnessed verbal abuse and job threatening to the associates from a co manager named Jackie. I even addressed him regarding the way he threatened a young lady and he told me to mind my f word business or shop elsewhere. I even reported this to store manager Alan and he told me thatâ€™s not his problem. I think co manager Jackie should be under close watch!"
1958,45618,Sharon Jones,29/02/2020,Walmart,"I used the order pick-up... figured Walmart was competing with Amazon. It worked great. Picked up my product by scanning the bar code from the email and received it right in the chute near checkout around midnight - NOTHING BETTER, OR MORE CONVENIENT working 2nd shift... Reordered the product and found out they've got a NEW RULE: pick up only between 8am and 8pm now. Working 2nd shift this defeated the whole purpose for me - especially at 24 hr store. Went in next 2 days on my lunch break at 7pm, line of people waiting at the chute for packages. About 6 people 'checked in' status, with 1 'retrieving' status on the leader board. Most had been waiting at LEAST 15 MINUTES!! THIS SUCKS. ANOTHER LINE AT WALMART. You might as well run advertisements for AMAZON if you're not going to staff this feature. Stop biting off more than you can chew. STICK TO WHAT YOU DO. Enough problems in your core business to tweak without trying to compete with Amazon. You want to be the be-all, do-all store, and you're just herding people from one lined up mess to the next. NO MORE WALMART PICK UP ORDERS FOR ME."
1959,45619,Ashley,29/02/2020,Walmart,"I tried the grocery delivery for the 2nd time as my first experience went really well. However, this time was not the same. I received items that were already opened. I also did not receive a reimbursement for the items that I did not receive. When I used the customer service chat the customer service representative stated that I was never charged for the items. I informed the representative that Walmart charged me before I received the money. She then informs me that I have to wait for my bank to issue the funds to my account. However, they did not refund the money after a week. I then had to have someone call to work on the same problem again. I will no longer use this service nor waste my time with Walmart anymore after this incident. As I don't understand how and why they are selling opened food items. This company is a scam!!"
1960,47121,Jane,13/03/2018,Walmart,The toys on this online respurce are sold at reasonable prices.You can choose many categories and please your kids anytime.
1961,45557,David Klotter,13/03/2020,Walmart,"Like most people being on a budget and being busy all the time ... I look for the best deals least amount of travel or shopping time I will normally spend on average 30$ -75 $ every 3-5 days .. thatâ€™s a lot of money I put into this company . When I have a return I have to wait till I have a few returns and try to do them all at once .. reason is walkmart only allows you to return items with out a receipt over $25 or totaling over $25 ( 3 ) times a year!!!! This is ridiculous ! I spend so much money there and will only takke the store credit ( which is all I ask for I lost my receipt so thereâ€™s an expected penalty) but to only allow 3no receipt returns a year ... thatâ€™s just wrong! I feel that I am retuning an item, especially if itâ€™s a great value product .. or items .. then I should be given a store credit as many times as I bring my items in m... not being greedy because Iâ€™m just going to come back at ankther time to purchase other items I need .. using said store credit! The customer service people and managers are so conditioned by the company that they feel if they were to question ir challenge the rule they will be fired... thereâ€™s something wrong with this picture! Cooperate Walmart stop being greedy and contribute to kindness and fairness!!"
1962,45558,Shirley Thompson,13/03/2020,Walmart,The pickup groceries is horrible. I waited over an hour. The 2 employees working refused to tell anyone anything.
1963,45559,Beth Anne Goodsell,13/03/2020,Walmart,"I ordered grocery delivery and they brought expired milk, The delivery cost $9.95. I let them know and they said they would only refund the money for the milk only - not delivery - if I brought the milk back to the store. I ordered delivery because I cannot walk or drive now. I usually use instacart and I will only be using them in the future."
1964,45560,Sarah Lee,13/03/2020,Walmart,I purchased an iPhone 6s. Exactly three weeks later the phone got hot and died. It would not come back on. I had taken the phone to an Apple store and was told it was defective. Walmart would not exchange phones. I have the receipt and package it came in. No one could help me. I guess I just donated money to Walmart.
1965,45561,Edie Thatch,13/03/2020,Walmart,"I have been going to Wal Mart in Port St. Lucie for 17 years and was treated horribly by Employee Christina today when she followed me to the other side of the store to pick a fight with me by calling me a ""Puta."" I objected to their employees having access to much needed paper products in the back of the store and hoarding it for themselves. While we waited for 20 minutes for them to bring more paper towels napkins and of course toilet paper, they held it in back while their employees got 24 packs for themselves while keeping it from paying customers. When I went to the other side of the store to get away from this obviously angry employee, she followed me, called me names in Spanish and used intimidating tactics to try and scare me. All while waiting for me to give up on waiting for what I needed and called me stupid because I didn't get it sooner. This employee needs to be fired! The manager is so scared of her she would not confront her even after Christina threatened to have me removed from the store for complaining. Other employees are well aware that she is a difficult employee because they were ""not surprised"" when I informed management of her name calling and stalking. If Wal Mart employees need items they should have to shop and wait for them like the rest of us, instead they hoard it all for themselves leaving none for us, shameful!"
1966,45562,Unsatisfied Customer,13/03/2020,Walmart,"I placed an order for a gift card using one of my credit cards they took the money then refunded and sent me an email saying my order was canceled because they could not verify my payment, the next day I did the same but with a different credit card, same thing happened they took the money then refunded it sending me another email saying the same thing. so why can I use them in the store but not online, also if the cards where no good how did they draw and return the money. I feel discriminated. GOODBYE WALMART.COM I WILL NOT SHOP ON YOUR BS WEBSITE"
1967,45563,Jeannie,13/03/2020,Walmart,"Like millions of others, I do most of my grocery shopping at Walmart. I'm rethinking where I do my spending. Today, just found toilet paper 12 roll pak $12.24!! SHAME on Walmart! Taking advantage of public in wake of coronavirus panic!! There r many other grocery stores I will be spending my money. Sam Walton would not approve of how his stores r run today!"
1968,45564,Justyne Alexander,13/03/2020,Walmart,THe place is amazing why would u guys give them a 2 star rating thats just brutal and hurtful
1969,45565,Zaki Dahdah,13/03/2020,Walmart,"Walmart with all the money they make from the daily customers are too poor to provide disinfectant stations at their stores, I only noticed one store that had a couple of spray bottles in Ottawa, poor attitude to say the least"
1970,36333,Jessica B.,13/03/2018,Amazon Go,"We were in the area and had to check this out to see just how it worked.  And now I have to look it up, because I still don't know.  Prior to visiting, I downloaded the Amazon Go App and linked it to my Amazon Prime account.  My husband and I both went in, but I was the only one with the app, so when we got there, I scanned my phone, let him in, and then scanned it again and went in myself.  There were employees there to help if help was needed  - though it doesn't seem like they actually offer help unless asked (as there were 5 people confused and blocking our entry into the store and not 1 of the 3 employees standing there chatting offered to help them). So as long as you know what to do when you get there, you are good to shop.  We picked up a sandwich and some fruit for lunch and placed it in our (free for now) Amazon reusable shopping bag.  We walked out, picked up some napkins, sriracha, and mayo packets and went on our way.  A little while later I received an email receipt for our purchases at the store.  Easy peasy."
1971,36256,Vivian L.,13/03/2019,Amazon Go,"Pros :  + Convenient + Doesn't double charge if you bring products from outside in + Healthy choices Meal Kits (food delivery without the delivery)  Cons :  - Doesn't seem very sustainable (environmentally). Each item is individually wrapped with lots of plastic wastes (worse than Trader Joe's). - Everything cold = the inconvenience of reheating - No hot plate option. ONLY quick grab and go.  I would LOVE to see ONE DAY SOON :  The ability to preorder online (via app) exactly what I want cooked from their kitchen for pick up, (using my own list of requested ingredients). I live 2 blocks away while my husband works nearby. Yo Amazon, can you make this!"
1972,43518,Judith,13/03/2021,Walmart,"I have been using home delivery since I hurt my back in October. Today's experience has me more than upset. I got a notice that my order had been delivered. Checked everywhere and did not see it anywhere. I called customer service and spoke to a very nice lady who helped me to place another order. The replacement order finally arrived at 6 PM. Guess what, it was still missing my ice cream and candy. I give up!! Not sure I will place anymore orders through this service."
1973,43519,Christym Bullb,13/03/2021,Walmart,"I placed an order on 3/9...then I realized I ordered wrong size and canceled immediately after the order on 3/9. Walmart customer service kept saying the order was pending cancelation and I would receive the email to confirm in 48 hours. 4 days later, after many conversations with customer service assuring it wouldn't be shipped, it was shipped. Now I have to go through the hassel of returning it when it should have been canceled like they said. They just tell you anything to get you off the phone."
1974,43520,Justin Cantrell,13/03/2021,Walmart,"Customer support is a joke. They are rude, I was lied to and after two days talking to several reps, I still never got my problem solved. Save yourself the hassle and order from anywhere but Walmart.com"
1975,40804,Deborah Aguirre,13/03/2022,Walmart,"I like many of the products but am very disappointed in the store. Mobility scooters for disabled are rarely available. No bagging clerks, slow cashiers, carts for stocking often block aisles, and too many things are locked up (men's underwear???). Will order online but will not shop in the store anymore (have shopped there for over 10 years)."
1976,40805,TL,13/03/2022,Walmart,"Regular Visit to pick up my prescription and a few food items. Can't afford much more, with inflation and gasoline. Since my last visit, the check out has been updated. I like the flow better for self check out. Self check out used to be a bottle neck. Items were out. I surprising only spent a little over $10 for my food items. I thought what I was seeking would be more."
1977,47120,Beautiful Butterfly,14/03/2018,Walmart,"Last Saturday around 6:30pm I went into Walmart to look for a flat screen tv, I saw the tv that I wanted but it was up on a high shelf & I couldn't reach it. I went up to an employee, the employee was helping another customer so I waited until he was done. When he was done I said ""Excuse me? Can you help me with something?"" He looked at me and then walked right passed me to help another customer. I then asked a woman who directed me to a sales clerk I asked the sales clerk ""There's a 40 inch flat screen tv that I want but I can't reach it will you help me?"" He looked at me & said ""We don't sell 40 inch tvs we only sell 55 inch tvs."" I told him that I saw several 40 inch tvs sitting on the shelf, he then turned his back and continued to work. When I walked away I saw the first employee that I asked for help he walk past me & didn't say a word. I ended up buying a tv but it wasn't the kind that I wanted. The way I was treated was unfair and cruel, no employee should have the right to treat customer like that."
1978,45547,Laura Melani,14/03/2020,Walmart,"If there was -10000 rating option, I would have chosen it! This documentary: 'UDITA' (Arise) [Documentary about female garment workers, Bangladesh] on YouTube from Rainbow Collective - Documentary Production is one of the worst thing I have ever seen: these poor workers from Bangladesh (as from many other poor countries) are struggling to live and get a minimum wage. Some of them also lost their lives working in factories with terrible working conditions! Walmart (Freestyle) is one of the brands (also Primark, Waikiki) named on the tags of the clothing showed in this doc. Just terrifying... These brands are just interested in making profits with NO RESPECT FOR LIFE. Hopefully, I have never bought anything from this clothing brands. If brands have no respect for human rights, then consumers should react by NOT buying anything from them & protesting. How could you, dear consumer, think of buying things for $5? Who pays all the workers of the whole supply chain? Awful quality and low price means EXPLOITATION OF HUMAN LIVES. Snap out of it!"
1979,45548,Red RamRoyal,14/03/2020,Walmart,With the Corona Virus in full swing and unable to get the necessities needed for my family I showed up at my local store in Greeley Colorado at 5am. 1 hour before the store opens up. At 5:10 I was in line waiting for the opening when one of the employees walked out the side door with a shopping cart full of paper towels and toilet paper. This was long before the store opened up. I was the first one in the door and the first one to the empty toilet paper isle. Apparently Walmart condones this as I reported it. I was asked for proof and told them that they could verify the time stamp on their video system as well as the vehicle license plate number and make/model that I gave them. walmart doesnâ€™t care
1980,45549,Jennihens,14/03/2020,Walmart,"I ordered Apple Air Pods Pro on Walmart.com, signed when I received the box. Tape on one end of box, opened , cellophane off Apple white box, sides of white box cut open , NO air pods in box . Called Fed Ex right away, told to call Walmart. After finally finding a phone # and waiting for around 30 minutes(Walmart.com) on hold they told me to file a police report and basically accused me of lying ??? Are you kidding me ? Iâ€™m going through my credit card company ! NEVER buy anything from Walmart.com, they donâ€™t deliver the product ( stolen)then basically call the customer the liar. As they steal your money . So very wrong !!! BAD Bad Company Walmart!!!"
1981,45550,Catherine Shaer,14/03/2020,Walmart,I ordered over $100 worth of a specific brand name probiotic and received a cheap generic instead. There were no instructions for returning the product and it took a very long time on the phone with customer service to reach an unsatisfactory resolution. I certainly will not be doing any on-line business with Walmart in the future.
1982,45551,Justin Knight,14/03/2020,Walmart,I am sickind how you let just a few people buy all the toilet paper you didn't put a limit so all of us could have some you guys are the worst pieces of s*** I ever heard of screw     you Walmart
1983,45552,Frustrated in CO,14/03/2020,Walmart,"Ordered a gun safe to be delivered to my home. When it arrived the it was missing the key, manual & hardware bag. When I reached out to Walmart they told me to contact the manufacturer."
1984,45553,Belen Hernandez,14/03/2020,Walmart,"The prices were good for the baby care products, but delivered too late. For some products, I have to use Walmart, but the the experience was not good and it was hard to get info about late shipping."
1985,45554,Skiziks Theman,14/03/2020,Walmart,Walmart.Com will not let you cancel orders! Tried to cancel within 10 minutes. Very high priced sellers. Never purchase again. No wonder they're getting their a$$ kicked by Amazon!!!
1986,45555,Adam L'Esperance,14/03/2020,Walmart,"I bought a item for in-store pick up and a few hours later cancelled the order. Eight days (6 of which were business days) later still waiting for my money back. No big deal but Amazon would have had it back the same day. Don't waste your time calling customer support, it's a poorly trained call center that can't really do anything on thier end. First and last time using walmart.com"
1987,45556,Rhonda Webster,14/03/2020,Walmart,"This review is for Walmart on W. 73rd Ave and Sheridan Blvd in Arvada, CO. This pickup service COULD BE a great thing if only they could get organized!!!!!! People were waiting over one hour in their cars. I got home and two items were missing. Drove back and difficult to get help. They said when they can't get something, they send you an email. I said, ""How about you TELL ME when you give me my groceries?! Or ""How about you hand me a pink slip and let me know I did not get an item, but I did not pay for it either!"""
1988,43516,C Daks,14/03/2021,Walmart,"The employees at the Walmart Store located at 41200 Murrieta Springs Rd, Murrieta, CA 92562 are not treating their customers FIRST and don't treat ASIANS well.  I went to this store this morning (March 24,m2021) around 8:00 to 8:30 and looking to buy a ROKU. The store was not busy. I found the ROKU ,but it was locked inside the cabinet. So, I looked around for help. There was nobody at the Entertainment Center. I was looking for a buzzer, a bell or a phone to call but none exist. Finally, there was an employee passed by and mentioned that I want to buy a. ROKU. She looked around and found the guy assigned to work at the Entertainment Center and she told me that he is coming. Few minutes later, I the guy come and told him that I want to by a ROKU. Then. another employee (a woman) came and talked to the guy. The guy opened one of the locked cabinets for her and started scanning prices for IPAD. I was there FIRST, should the guy entertain me FIRST, as a CUSTOMER? Then another employee ( a woman) came. She looked at me and ignored me. THREE Walmart employees and by myself (a customer). There was NO OTHER CUSTOMER but me. I was there standing and WAITING, WAITING and WAITING. The guy never had a courtesy to to me that it may take minutes (even I told him that I want a ROKU which should be quick as I know what I want).Much worse, the other two employees never bothered to ask me if I need help. Is it because I look different from them? Is it because I am an ASIAN? Avoid going to this store!!!"
1989,43517,JASdav05,14/03/2021,Walmart,I do not think the employees understand the line between customer relations. Cashiers are not needed when most people at one point worked as cashiers before. It does not take a whole lot of thought to run a bar code over or type a numeric code number on produce/vegetable into a computer at checkout.
1990,40800,a n,14/03/2022,Walmart,Canceled our online order and the app did not update to reflect the cancelation. So I had to drive 30 miles just to find out my order was canceled.
1991,40801,Anita,14/03/2022,Walmart,"Bought a computer for Christmas for my grandson , it didnâ€™t work, took it to 3 different stores, could not return it , said it was a third party vendor, I need to return through the Walmart app, item was deleted out of app by you, without that ,no way to return , your site says , money back guaranteed, bull !!!! this is the worst experience ever with a store."
1992,40802,Upset,14/03/2022,Walmart,Ordered online and a week later item out of stock. So I cancelled and ordered elsewhere. Now today my bank account has been debted for the item and been shipped.
